,,0,1,2,3,4,5,6
100,0,12.139880204672489,0.4642529693387604,0.08986882153233523,0.08026350665341073,-0.2302881152095215,0.9285714285714286,-13720988372.86436
100,1,23.42397083645353,0.14346846254050863,0.13443324510211388,0.12834391930377934,-0.13955199686756875,0.8571428571428572,-14257565619.505777
100,2,31.083963731254943,0.42826482475275846,0.1245934040616117,0.30355560703173173,-0.08600475709482884,0.9642857142857143,-14279658383.417925
100,3,21.352908111367157,0.1860785625067393,0.17092294795084376,0.2562221202380637,-0.11158749703408587,0.8928571428571429,-13690571040.923853
100,4,34.557679082567155,0.1750247712956201,0.14764822474901962,0.16000401207364806,-0.10023078456128193,0.9642857142857143,-13812223704.59365
100,5,19.60984775483041,0.1118613502643638,0.03049906606839959,0.07740647401174389,-0.2778636949360768,0.8928571428571429,-14202431808.246815
100,6,6.89547359279457,1.7479744157550732e-06,7.032574604342542e-07,8.501108496539964e-07,-0.4520485907916652,0.75,-13515463350.821524
100,7,27.01450147812367,0.2611379927981297,0.2863344258054149,0.11067032906433803,-0.11703213118312232,0.9642857142857143,-14526565667.366861
100,8,48.750209148054275,0.2954465803096741,0.33111343806051163,0.22644380411401638,-0.0838125276768394,0.9642857142857143,-13385718045.050617
100,9,13.980859723877195,0.057527793437949726,0.04230154090960265,0.028590093632024093,-0.1458570876042308,0.9285714285714286,-13950074148.819746
100,10,7.107446384914861,0.004375470806641898,0.004384879310067226,0.000887013537404043,-0.4204192764085504,0.8214285714285714,-13564983030.08287
100,11,7.100279141159684,0.006703401196121845,0.0058510292274863845,0.002141801768080987,-0.4243947572085688,0.8928571428571429,-13432034036.33354
100,12,14.50787534285305,0.02534864145190816,0.055139223459672634,0.0629672478756541,-0.14165477405708474,0.8928571428571429,-14174220177.91375
100,13,7.1984717302929715,0.006255163028210732,0.0008271789747487388,0.003894525295386114,-0.4357782540663253,0.8928571428571429,-13373767744.054867
100,14,35.28365646769806,0.831944669174273,0.5313620058161435,0.26325245013506615,-0.088728192891112,1.0,-14320056502.055561
100,15,43.874550303767194,0.16468594754144386,0.2668847086639836,0.06865116320031743,-0.08467038018868667,1.0,-13387231993.101767
100,16,33.65366860936758,0.21179516745421628,0.17371168339049228,0.24255926904304106,-0.09200734651452297,0.9642857142857143,-13763373268.044996
100,17,24.786001082613183,0.24456386845063063,0.12783014657130468,0.2625117920306791,-0.09236519114225267,0.9285714285714286,-13988886877.040462
100,18,7.460328942014682,0.03153629906315223,0.08692445568141703,0.07408639159823,-0.3283689153605986,0.8928571428571429,-13357452331.818882
100,19,13.463641503081654,0.09630260796630884,0.05903404019349237,0.05809645752422876,-0.16442048952747532,0.9285714285714286,-14125133203.088783
100,20,40.531892619442075,0.16142228386304402,0.32569317655909075,0.16913846970166715,-0.09097300879638084,1.0,-13620712776.807808
100,21,6.938829864442322,0.000602315482322179,0.0004474723547125467,0.0005038749729737056,-0.44439119690132833,0.8928571428571429,-13476190544.20742
100,22,38.87494894625577,0.18327590505241217,0.1389279290483062,0.20173063143488068,-0.08658955938008069,1.0,-13980758752.071466
100,23,10.502153518921652,0.035153530540988125,0.057428573290989014,0.050850995218045585,-0.3094332034478094,0.9285714285714286,-13992996759.441414
100,24,13.855634151883006,0.0767445310365706,0.04247384153152163,0.05296716448510874,-0.2554628840049538,0.8928571428571429,-14262520773.495552
100,25,48.64402936367165,0.6637741567041063,0.2221688569379749,0.40754090157315875,-0.080153450611659,1.0,-13031435682.764172
100,26,38.98992952584685,0.2053061572614737,0.04995644659844915,0.19697966202273165,-0.07833801892077603,1.0,-14161058213.467464
100,27,27.826599017614544,0.15692889729440787,0.06637983762504888,0.0775899121518126,-0.28686772108234576,0.8928571428571429,-14167686850.946129
100,28,10.09249321773474,0.05663983546303498,0.015158142231997955,0.009740027550443743,-0.40393912844622,0.8928571428571429,-13642120491.652462
100,29,22.507029849727104,0.0931658407943866,0.10736311881376895,0.14738900260036492,-0.1557755619486943,0.8928571428571429,-14059844377.769014
100,30,9.196366824237646,0.10710319901727818,0.04540530254438972,0.08068278753502768,-0.30573232324872124,0.8928571428571429,-14043266593.928726
100,31,8.70351829163949,0.02365091665117181,0.01339608913608415,0.014859076825948265,-0.37230833612509395,0.9285714285714286,-13397020593.065533
100,32,23.687964752498324,0.3128104638303095,0.22611614284524462,0.2597512941487842,-0.09447678050094228,0.9285714285714286,-14171602554.48869
100,33,16.939518231698965,0.21247447674047545,0.15596129129669775,0.08945588458918038,-0.11803345806960348,0.9642857142857143,-13758056774.351156
100,34,39.50876774334644,0.26838072927425966,0.15104880197486337,0.22376117050147068,-0.08748730438804082,1.0,-13966829911.40122
100,35,12.251551551558556,0.07173106905505947,0.018694702184745168,0.011784111849447887,-0.3122452985579672,0.7857142857142857,-13472288083.50516
100,36,13.360421829702966,0.09462332647051143,0.04056996515072703,0.03732422983110352,-0.2739109993069932,0.7857142857142857,-14368775909.338472
100,37,20.202329831819902,0.4552109929527575,0.27776397449965173,0.14928974198211753,-0.09589413920246043,0.9285714285714286,-14355909743.09331
100,38,8.064473560762305,0.037788047009312785,0.09333463910768229,0.08175989332180084,-0.38190580473839003,0.8214285714285714,-13536362769.827713
100,39,41.39651292890428,0.05686537856460915,0.21379785523219655,0.18070709493449907,-0.08186507880136716,1.0,-13697451718.795723
100,40,9.816205220821159,0.05933745733295075,0.040496886531892505,0.008437616578133932,-0.33662136549246924,0.7142857142857143,-13949799287.894238
100,41,6.854936619162777,0.0007396861107776534,0.0005215420132011869,0.0004267436152449563,-0.44831213326509894,0.7857142857142857,-13472447084.902641
100,42,7.388788549405149,0.03031571597950816,0.03354965284681318,0.028701519496000655,-0.2699127972467208,0.9285714285714286,-14174795074.324718
100,43,34.095627068045445,0.24898861125666713,0.19379809871148415,0.27724679827515974,-0.10673956850248408,1.0,-13234456986.629417
100,44,49.401477740176944,0.4208215184237591,0.4961311941183102,0.1300802786760097,-0.09065774652853209,1.0,-13145052477.391027
100,45,7.320314995396086,0.2067220288516472,0.12911577123740187,0.17771890843474802,-0.31940200482793174,0.8214285714285714,-13288692713.054548
100,46,7.522492448244721,0.028784289983131435,0.013104041522901648,0.0100590803475855,-0.38527107161899476,0.7857142857142857,-13868415782.925583
100,47,6.895496016502884,3.613621987995921e-05,1.5304144697311822e-05,8.90888401415722e-06,-0.45196595212757784,0.75,-13516497031.534378
