10,20,30,40,50
100.0,100.0,100.0,100.0,100.0
1100.0,1100.0,1100.0,1100.0,1100.0
2100.0,2100.0,2100.0,2100.0,2100.0
3100.0,3100.0,3100.0,3100.0,3100.0
4100.0,4100.0,4100.0,4100.0,4100.0
5100.0,5100.0,5100.0,5100.0,5100.0
6100.0,6100.0,6100.0,6100.0,6100.0
7100.0,7100.0,7100.0,7100.0,7100.0
8100.0,8100.0,8100.0,8100.0,8100.0
9100.0,9100.0,9100.0,9100.0,9100.0
11519.0,11911.0,11617.0,11645.0,11169.0
20199.0,22831.0,20857.0,21045.0,17849.0
28879.0,33751.0,30097.0,30445.0,24529.0
37559.0,44671.0,39337.0,39845.0,31209.0
46239.0,55591.0,48577.0,49245.0,37889.0
54919.0,66511.0,57817.0,58645.0,44569.0
63599.0,77431.0,67057.0,68045.0,51249.0
72279.0,88351.0,76297.0,77445.0,57929.0
80959.0,99271.0,85537.0,86845.0,64609.0
89639.0,110191.0,94777.0,96245.0,71289.0
104038.0,126088.0,110492.0,113336.0,81508.0
141678.0,160768.0,152772.0,162656.0,105548.0
179318.0,195448.0,195052.0,211976.0,129588.0
216958.0,230128.0,237332.0,251432.0,153628.0
250834.0,250936.0,250016.0,,177668.0
,,,,201708.0
,,,,225748.0
,,,,249788.0
,,,,252192.0
