hydropower reliability,atomicpowerplant reliability,baltimore reliability,chester reliability,environment reliability,recreation reliability
8.012299141635017,0.0020069752953439505,0.007650864628852441,0.0030260699172025285,-0.40594899281454316,0.8928571428571429
14.787591044518363,0.30312525429019893,0.06581756365443395,0.07879843108433772,-0.12922028977507385,0.9642857142857143
6.981640422297712,0.012247686140440093,0.0007739140846377716,0.014630249615873435,-0.448328847038381,0.8928571428571429
50.8821322647898,0.4835032482990793,0.48811386534611634,0.5709640537349582,-0.09375376340354427,1.0
37.96663549243781,0.11021184287572114,0.13278980416483988,0.029548112094589036,-0.10098048054060967,1.0
23.387891905711324,0.06017664276777332,0.05593048403532087,0.18903313681589842,-0.10619736758405178,0.9285714285714286
18.444761072419276,0.1206041774608994,0.1205013862485975,0.08443150118595866,-0.26400251079700593,0.8928571428571429
13.005851592226662,0.02746156352644048,0.006081409574623196,0.042772765930424554,-0.3524868174078694,0.8928571428571429
7.162784921992228,0.02465276295338372,0.011655323889043992,0.021840262714220356,-0.4322191202487056,0.8214285714285714
13.377807563713636,0.08887770180580422,0.06135586198257544,0.04228194478260492,-0.2832153449277783,0.8214285714285714
37.027294478888294,0.09497263143231399,0.06261538457684467,0.051365458139288056,-0.2518098000202647,0.9285714285714286
60.68644415110314,0.5927935766525323,0.2406511653258704,0.2934714106399972,-0.08681053033729645,1.0
54.59952989959571,0.4966542690557695,0.4384646892752711,0.3507539432107921,-0.09493374317454807,1.0
51.24424554149416,0.6130734999697632,0.5305021638481461,0.2608805200218871,-0.08446843083665688,1.0
8.821730481669706,0.073002277173731,0.030799176155058575,0.048528194763559,-0.3933774993855944,0.8571428571428572
31.41075106534051,0.19272195868118078,0.13967108492020702,0.15632038099813114,-0.10193748667326048,0.9642857142857143
8.822302661141348,0.05104277639661091,0.09670377346107858,0.13376741009606224,-0.2574067083429092,0.9285714285714286
15.951925277510112,0.15783993878741473,0.046512592591419856,0.06002034362763161,-0.21356133565493443,0.8928571428571429
15.911011693243582,0.1235239458731455,0.23133578137683145,0.11619683703916818,-0.12713273909635467,0.9285714285714286
43.45377679291057,0.7693704629476369,0.4585125088926518,0.37046199883604347,-0.09102142921591953,1.0
16.282890835260147,0.12920359701057774,0.08830670384633792,0.07984357001832913,-0.23550536277414577,0.9642857142857143
61.132796970173146,0.5367492889149366,0.2638442788450328,0.39209196376143307,-0.08402504851690705,1.0
23.71380898271359,0.21325970516117926,0.1712248331327698,0.14939747954342517,-0.16497172455730477,0.9642857142857143
10.28540406208615,0.0736021319932205,0.011677900639380732,0.05733503562717178,-0.33221488772393276,0.8928571428571429
18.507290658953497,0.3787392433749318,0.5188581992648006,0.3751250057964363,-0.10021970106785953,0.8928571428571429
9.273965247850017,0.07913149692748689,0.06382766465380132,0.031236146764446387,-0.33258370461376385,0.9285714285714286
6.903354958989132,0.0007565178842170215,0.0004719454919007827,0.0006948836720344368,-0.4513770143512682,0.7857142857142857
48.151381445050106,0.7205645024937656,0.43616672722731004,0.5697211907040651,-0.09389772284407912,0.9642857142857143
57.90931075172205,0.5279614367816007,0.44566134306893773,0.4113175352949889,-0.08979362685527002,1.0
53.709073680297024,0.7182991277779691,0.34846607063437834,0.2124502290863733,-0.08565304619695388,1.0
13.535284840062896,0.05458527434405825,0.02817047469339065,0.04118872717048757,-0.3502841247924339,0.9285714285714286
15.598897604384783,0.09806654693382355,0.020873137627077196,0.09619250369572903,-0.32552878693734105,0.8571428571428572
14.609666785913275,0.26118094026129274,0.18315186602163772,0.21034806084666252,-0.19172453824825983,0.8928571428571429
7.121155806197849,0.12051723210842964,0.09995786033918731,0.12626880077391991,-0.4050068043481592,0.9285714285714286
6.895484107715699,1.747201082187345e-05,1.0363341319333154e-05,5.582040257570468e-06,-0.4520006224766437,0.75
48.59644119040994,0.6667826802461353,0.5151247841060825,0.20257879841085422,-0.09454455146967461,1.0
7.1768359883293575,0.0064500365506695604,0.004872021091774811,0.0034634860176002034,-0.4268866584943388,0.9285714285714286
