,,0,1,2,3,4,5
100,0,27.219277767467126,0.5409340976744003,0.19489665785750424,0.12920410031206708,-0.1002906028433562,0.8928571428571429
100,1,12.667352990270771,0.030680058841549982,0.03270961165031181,0.030562932529856084,-0.3638064473274899,0.9285714285714286
100,2,6.845907989584043,0.0013175383854158698,0.00044708732313064267,0.000624576306930984,-0.450686486194724,0.9285714285714286
100,3,27.202086185630115,0.1502638147135368,0.1147643465834692,0.06102956323698896,-0.099672892154823,1.0
100,4,10.68950440529465,0.0782367868410618,0.0664371390182607,0.05328953728729649,-0.2405786807001219,0.9285714285714286
100,5,16.70032668554274,0.12182170317526814,0.06368438457984157,0.0838324243582264,-0.37205884032852476,0.8214285714285714
100,6,62.5011115771333,0.5432280460963775,0.36918518727191785,0.3665169445361498,-0.08433865651968228,1.0
100,7,46.8779918621131,0.23074005894906738,0.3018593990422101,0.30685445579465953,-0.08515050330125627,1.0
100,8,40.50255260299998,0.21247860116273096,0.13807617583595932,0.1629260101396164,-0.09833456423925648,1.0
100,9,7.982337040984733,0.08260762648803574,0.09850261732792691,0.026621090757540367,-0.3927670453254657,0.8214285714285714
100,10,17.59666702108894,0.43292713924247633,0.22397780387781477,0.01184721683689287,-0.12227197492609934,0.9285714285714286
100,11,6.895472682918935,2.354726844112882e-06,9.909078992815318e-07,1.7586650801267277e-06,-0.45205348512983606,0.75
100,12,9.54410546804739,0.23116784493125145,0.27150071102024176,0.10260945945015569,-0.24424094002979668,0.8928571428571429
100,13,9.765871272878691,0.0702141129221761,0.0931320305628577,0.15050213321218367,-0.23336759232645013,0.9285714285714286
100,14,17.279314268536925,0.20706493556251235,0.2164105588785943,0.14444922676673388,-0.09952290159049543,0.9285714285714286
100,15,8.966524971025045,0.2478288724754327,0.05822207802638534,0.18380457594778335,-0.2407833638113299,0.9285714285714286
100,16,21.030015654592535,0.08863703326961475,0.08263067861997694,0.11883184293362571,-0.16486491674868672,0.9642857142857143
100,17,23.121729675131263,0.245843680761702,0.10455654521625685,0.05622658826019987,-0.3623210372912344,0.8928571428571429
100,18,7.054833502001218,0.01761175726123287,0.006342370850957471,0.015626664163793994,-0.43393099613787345,0.9285714285714286
100,19,18.36630507462728,0.14920701469244277,0.07615477810673855,0.10188486869947778,-0.1066701039568224,0.9285714285714286
100,20,8.995094058118896,0.044437062040712925,0.018767135690512544,0.03703731718164039,-0.25167817353389127,0.9642857142857143
100,21,37.3607791685785,0.43413626169350583,0.24648475574712211,0.32380855878499143,-0.08868323274138384,0.9642857142857143
100,22,35.93327953114005,0.5269513982164135,0.24119462935921296,0.3092773920716031,-0.09438677965225094,1.0
100,23,17.868775383631945,0.09611686878590624,0.151964420637634,0.1329752074177851,-0.156484372423415,0.9642857142857143
100,24,36.85123012922763,0.3279403252792726,0.15671479913996947,0.3013778603574098,-0.0948919287469756,0.9642857142857143
100,25,18.119809732239595,0.34050149340117436,0.3533158405120561,0.22625900760189518,-0.09752295293211509,0.8571428571428572
100,26,52.40465767217031,0.41668283048731053,0.14350954227710705,0.35583979364829177,-0.08543688696995225,1.0
100,27,7.689207751336114,0.07594307922038031,0.03148916517657011,0.029096202576734117,-0.42734913027398025,0.8571428571428572
100,28,13.1146608307481,0.29805491491606373,0.15802555527990092,0.19132270253006817,-0.19887293808259074,0.8214285714285714
100,29,43.62761927396034,0.1393889459405315,0.27926758069005514,0.12235125293962099,-0.08852493334391615,1.0
100,30,6.831474230721322,0.009338332129807891,0.006295274687931595,0.004738789029412864,-0.41866982128436725,0.9642857142857143
100,31,20.519355841545792,0.11761420431502119,0.07482508259018254,0.06705796953855754,-0.16847429912742024,0.9285714285714286
100,32,7.829530104307586,0.03358069085994081,0.009328819254682444,0.0002644828896889297,-0.4126092218839549,0.9285714285714286
100,33,40.199614053956246,0.2787780594938319,0.4513654484793742,0.3262384957986743,-0.08794567789106564,1.0
100,34,7.386642751149601,0.06925757147620361,0.10040198755598838,0.04855696017748812,-0.3562193263724641,0.9285714285714286
100,35,44.15681204199371,0.59548752900453,0.3259663616579126,0.2835079296083124,-0.08785594564359081,1.0
100,36,8.212280105084439,0.023452013904159484,0.014257980664397533,0.018073154900249536,-0.365519611481293,0.8571428571428572
100,37,27.044606016102602,0.10741269955566712,0.10740290801479856,0.0801604110564867,-0.1310434883252398,0.8928571428571429
200,0,27.219277767467126,0.5409340976744003,0.19489665785750424,0.12920410031206708,-0.1002906028433562,0.8928571428571429
200,1,12.667352990270771,0.030680058841549982,0.03270961165031181,0.030562932529856084,-0.3638064473274899,0.9285714285714286
200,2,6.845907989584043,0.0013175383854158698,0.00044708732313064267,0.000624576306930984,-0.450686486194724,0.9285714285714286
200,3,62.5011115771333,0.5432280460963775,0.36918518727191785,0.3665169445361498,-0.08433865651968228,1.0
200,4,46.8779918621131,0.23074005894906738,0.3018593990422101,0.30685445579465953,-0.08515050330125627,1.0
200,5,40.50255260299998,0.21247860116273096,0.13807617583595932,0.1629260101396164,-0.09833456423925648,1.0
200,6,7.982337040984733,0.08260762648803574,0.09850261732792691,0.026621090757540367,-0.3927670453254657,0.8214285714285714
200,7,17.59666702108894,0.43292713924247633,0.22397780387781477,0.01184721683689287,-0.12227197492609934,0.9285714285714286
200,8,6.895472682918935,2.354726844112882e-06,9.909078992815318e-07,1.7586650801267277e-06,-0.45205348512983606,0.75
200,9,9.54410546804739,0.23116784493125145,0.27150071102024176,0.10260945945015569,-0.24424094002979668,0.8928571428571429
200,10,9.765871272878691,0.0702141129221761,0.0931320305628577,0.15050213321218367,-0.23336759232645013,0.9285714285714286
200,11,17.279314268536925,0.20706493556251235,0.2164105588785943,0.14444922676673388,-0.09952290159049543,0.9285714285714286
200,12,8.966524971025045,0.2478288724754327,0.05822207802638534,0.18380457594778335,-0.2407833638113299,0.9285714285714286
200,13,21.030015654592535,0.08863703326961475,0.08263067861997694,0.11883184293362571,-0.16486491674868672,0.9642857142857143
